"","slugScore","slugTeamLeading","idGame","numberEvent","numberEventMessageType","numberEventActionType","numberPeriod","timeStringWC","timeQuarter","descriptionPlayHome","descriptionPlayVisitor","minuteGame","timeRemaining","minuteRemainingQuarter","secondsRemainingQuarter","scoreHome","scoreAway","marginScore"
"323",NA,"Home",21700002,482,4,0,3,"12:49 AM","1:52","Green REBOUND (Off:0 Def:8)",NA,34.1333333333333,13.8666666666667,1,52,NA,NA,NA
"324",NA,"Home",21700002,483,2,86,3,"12:49 AM","1:35","MISS Thompson 10' Turnaround Fadeaway Shot",NA,34.4166666666667,13.5833333333333,1,35,NA,NA,NA
"325",NA,"Home",21700002,484,4,0,3,"12:49 AM","1:30",NA,"Paul REBOUND (Off:1 Def:5)",34.5,13.5,1,30,NA,NA,NA
"326",NA,"Home",21700002,485,2,1,3,"12:49 AM","1:25",NA,"MISS Ariza 27' 3PT Jump Shot",34.5833333333333,13.4166666666667,1,25,NA,NA,NA
"327",NA,"Home",21700002,486,4,0,3,"12:49 AM","1:19","McCaw REBOUND (Off:1 Def:2)",NA,34.6833333333333,13.3166666666667,1,19,NA,NA,NA
"328",NA,"Home",21700002,487,2,6,3,"12:50 AM","1:02","MISS McCaw 2' Driving Layup",NA,34.9666666666667,13.0333333333333,1,2,NA,NA,NA
"329",NA,"Home",21700002,489,5,39,3,"12:50 AM","0:57",NA,"Gordon Step Out of Bounds Turnover (P2.T12)",35.05,12.95,0,57,NA,NA,NA
"330",NA,"Home",21700002,488,4,0,3,"12:50 AM","0:57",NA,"Tucker REBOUND (Off:1 Def:2)",35.05,12.95,0,57,NA,NA,NA
"331","84 - 99","Home",21700002,490,1,108,3,"12:50 AM","0:53","Bell 2' Cutting Dunk Shot (8 PTS) (Green 13 AST)",NA,35.1166666666667,12.8833333333333,0,53,84,99,15
"332","86 - 99","Home",21700002,492,1,75,3,"12:50 AM","0:45",NA,"Gordon 2' Driving Finger Roll Layup (15 PTS)",35.25,12.75,0,45,86,99,13
"333",NA,"Home",21700002,493,6,2,3,"12:50 AM","0:45","McCaw S.FOUL (P1.PN) (S.Foster)",NA,35.25,12.75,0,45,NA,NA,NA
"334",NA,"Home",21700002,495,3,10,3,"12:51 AM","0:45",NA,"MISS Gordon Free Throw 1 of 1",35.25,12.75,0,45,NA,NA,NA
"335",NA,"Home",21700002,496,4,0,3,"12:51 AM","0:41","Green REBOUND (Off:0 Def:9)",NA,35.3166666666667,12.6833333333333,0,41,NA,NA,NA
"336",NA,"Home",21700002,497,2,5,3,"12:51 AM","0:38","MISS Green 4' Layup",NA,35.3666666666667,12.6333333333333,0,38,NA,NA,NA
"337",NA,"Home",21700002,498,4,0,3,"12:51 AM","0:32","Green REBOUND (Off:1 Def:9)",NA,35.4666666666667,12.5333333333333,0,32,NA,NA,NA
"338",NA,"Home",21700002,499,5,1,3,"12:51 AM","0:32","Young Bad Pass Turnover (P1.T13)","Gordon STEAL (1 STL)",35.4666666666667,12.5333333333333,0,32,NA,NA,NA
"339","88 - 99","Home",21700002,501,1,6,3,"12:51 AM","0:32",NA,"Gordon 2' Driving Layup (17 PTS)",35.4666666666667,12.5333333333333,0,32,88,99,11
"340",NA,"Home",21700002,502,6,2,3,"12:52 AM","0:32","Bell S.FOUL (P4.PN) (T.Maddox)",NA,35.4666666666667,12.5333333333333,0,32,NA,NA,NA
"341",NA,"Home",21700002,504,3,10,3,"12:52 AM","0:32",NA,"MISS Gordon Free Throw 1 of 1",35.4666666666667,12.5333333333333,0,32,NA,NA,NA
"342",NA,"Home",21700002,519,8,0,3,"12:52 AM","0:32","SUB: Curry FOR McCaw",NA,35.4666666666667,12.5333333333333,0,32,NA,NA,NA
"343",NA,"Home",21700002,520,8,0,3,"12:52 AM","0:32","SUB: Durant FOR Bell",NA,35.4666666666667,12.5333333333333,0,32,NA,NA,NA
"344",NA,"Home",21700002,505,4,0,3,"12:52 AM","0:24",NA,"Ariza REBOUND (Off:1 Def:4)",35.6,12.4,0,24,NA,NA,NA
"345",NA,"Home",21700002,506,2,97,3,"12:52 AM","0:24",NA,"MISS Ariza 1' Tip Layup Shot",35.6,12.4,0,24,NA,NA,NA
"346",NA,"Home",21700002,507,4,0,3,"12:52 AM","0:21","Green REBOUND (Off:1 Def:10)",NA,35.65,12.35,0,21,NA,NA,NA
"347",NA,"Home",21700002,508,6,2,3,"12:52 AM","0:12",NA,"Ariza S.FOUL (P2.T3) (T.Maddox)",35.8,12.2,0,12,NA,NA,NA
"348","88 - 100","Home",21700002,510,3,11,3,"12:53 AM","0:12","Green Free Throw 1 of 2 (8 PTS)",NA,35.8,12.2,0,12,88,100,12
"349",NA,"Home",21700002,512,8,0,3,"12:53 AM","0:12","SUB: Livingston FOR Thompson",NA,35.8,12.2,0,12,NA,NA,NA
"350","88 - 101","Home",21700002,513,3,12,3,"12:53 AM","0:12","Green Free Throw 2 of 2 (9 PTS)",NA,35.8,12.2,0,12,88,101,13
"351",NA,"Home",21700002,523,8,0,3,"12:55 AM","0:12","SUB: Bell FOR Curry",NA,35.8,12.2,0,12,NA,NA,NA
"352",NA,"Home",21700002,524,8,0,3,"12:55 AM","0:12","SUB: McCaw FOR Durant",NA,35.8,12.2,0,12,NA,NA,NA
"353",NA,"Home",21700002,514,2,1,3,"12:53 AM","0:01",NA,"MISS Paul 28' 3PT Jump Shot",35.9833333333333,12.0166666666667,0,1,NA,NA,NA
"354",NA,"Home",21700002,515,4,0,3,"12:53 AM","0:01",NA,"Rockets Rebound",35.9833333333333,12.0166666666667,0,1,NA,NA,NA
"355","88 - 101","Home",21700002,516,13,0,3,"12:54 AM","0:00",NA,NA,36,12,0,0,88,101,13
"356","88 - 101","Home",21700002,533,12,0,4,"12:57 AM","12:00",NA,NA,36,12,12,0,88,101,13
"357","90 - 101","Home",21700002,535,1,80,4,"12:57 AM","11:42",NA,"Paul 14' Step Back Jump Shot (4 PTS)",36.3,11.7,11,42,90,101,11
"358",NA,"Home",21700002,536,5,2,4,"12:58 AM","11:19","West Lost Ball Turnover (P1.T14)","Paul STEAL (1 STL)",36.6833333333333,11.3166666666667,11,19,NA,NA,NA
"359","93 - 101","Home",21700002,538,1,79,4,"12:58 AM","11:10",NA,"Mbah a Moute 25' 3PT Pullup Jump Shot (10 PTS) (Paul 6 AST)",36.8333333333333,11.1666666666667,11,10,93,101,8
"360",NA,"Home",21700002,540,2,5,4,"12:58 AM","10:55","MISS Curry 2' Layup",NA,37.0833333333333,10.9166666666667,10,55,NA,NA,NA
"361",NA,"Home",21700002,541,4,0,4,"12:58 AM","10:51",NA,"Ariza REBOUND (Off:1 Def:5)",37.15,10.85,10,51,NA,NA,NA
"362","95 - 101","Home",21700002,542,1,2,4,"12:58 AM","10:46",NA,"Gordon 11' Running Jump Shot (19 PTS) (Ariza 5 AST)",37.2333333333333,10.7666666666667,10,46,95,101,6
"363",NA,"Home",21700002,544,9,1,4,"12:59 AM","10:46","WARRIORS Timeout: Regular (Full 5 Short 0)",NA,37.2333333333333,10.7666666666667,10,46,NA,NA,NA
"364",NA,"Home",21700002,546,5,45,4,"1:02 AM","10:35","Curry Out of Bounds - Bad Pass Turnover Turnover (P1.T15)",NA,37.4166666666667,10.5833333333333,10,35,NA,NA,NA
"365","97 - 101","Home",21700002,547,1,6,4,"1:02 AM","10:21",NA,"Mbah a Moute 2' Driving Layup (12 PTS) (Paul 7 AST)",37.65,10.35,10,21,97,101,4
"366","97 - 104","Home",21700002,549,1,1,4,"1:02 AM","10:11","Young 26' 3PT Jump Shot (23 PTS) (Curry 3 AST)",NA,37.8166666666667,10.1833333333333,10,11,97,104,7
"367","99 - 104","Home",21700002,551,1,6,4,"1:03 AM","9:50",NA,"Mbah a Moute 2' Driving Layup (14 PTS) (Paul 8 AST)",38.1666666666667,9.83333333333333,9,50,99,104,5
"368",NA,"Home",21700002,553,2,80,4,"1:03 AM","9:39","MISS Curry 26' 3PT Step Back Jump Shot",NA,38.35,9.65,9,39,NA,NA,NA
"369",NA,"Home",21700002,554,4,0,4,"1:03 AM","9:33",NA,"Paul REBOUND (Off:1 Def:6)",38.45,9.55,9,33,NA,NA,NA
"370",NA,"Home",21700002,555,6,1,4,"1:03 AM","9:30","Young P.FOUL (P3.T1) (T.Maddox)",NA,38.5,9.5,9,30,NA,NA,NA
"371",NA,"Home",21700002,557,2,1,4,"1:03 AM","9:23",NA,"MISS Paul 28' 3PT Jump Shot",38.6166666666667,9.38333333333333,9,23,NA,NA,NA
"372",NA,"Home",21700002,558,4,0,4,"1:03 AM","9:20","Curry REBOUND (Off:0 Def:5)",NA,38.6666666666667,9.33333333333333,9,20,NA,NA,NA
"373",NA,"Home",21700002,559,2,1,4,"1:04 AM","9:04","MISS Livingston 8' Jump Shot",NA,38.9333333333333,9.06666666666667,9,4,NA,NA,NA
"374",NA,"Home",21700002,560,4,0,4,"1:04 AM","8:58",NA,"Anderson REBOUND (Off:2 Def:5)",39.0333333333333,8.96666666666667,8,58,NA,NA,NA
"375","101 - 104","Home",21700002,561,1,6,4,"1:04 AM","8:56",NA,"Gordon 1' Driving Layup (21 PTS) (Paul 9 AST)",39.0666666666667,8.93333333333333,8,56,101,104,3
"376",NA,"Home",21700002,565,2,1,4,"1:07 AM","8:39","MISS Durant 13' Jump Shot",NA,39.35,8.65,8,39,NA,NA,NA
"377",NA,"Home",21700002,566,4,0,4,"1:07 AM","8:35","West REBOUND (Off:1 Def:0)",NA,39.4166666666667,8.58333333333333,8,35,NA,NA,NA
"378","101 - 106","Home",21700002,567,1,3,4,"1:07 AM","8:24","West 11' Hook Shot (4 PTS) (Livingston 5 AST)",NA,39.6,8.4,8,24,101,106,5
"379",NA,"Home",21700002,569,2,79,4,"1:07 AM","8:07",NA,"MISS Gordon 27' 3PT Pullup Jump Shot",39.8833333333333,8.11666666666667,8,7,NA,NA,NA
"380",NA,"Home",21700002,570,4,0,4,"1:08 AM","8:05",NA,"Rockets Rebound",39.9166666666667,8.08333333333333,8,5,NA,NA,NA
"381",NA,"Home",21700002,574,8,0,4,"1:08 AM","8:05","SUB: Looney FOR West",NA,39.9166666666667,8.08333333333333,8,5,NA,NA,NA
"382",NA,"Home",21700002,575,8,0,4,"1:08 AM","8:05",NA,"SUB: Harden FOR Ariza",39.9166666666667,8.08333333333333,8,5,NA,NA,NA
"383",NA,"Home",21700002,576,8,0,4,"1:08 AM","8:05",NA,"SUB: Tucker FOR Gordon",39.9166666666667,8.08333333333333,8,5,NA,NA,NA
"384",NA,"Home",21700002,577,6,1,4,"1:08 AM","8:04","Durant P.FOUL (P4.T2) (S.Foster)",NA,39.9333333333333,8.06666666666667,8,4,NA,NA,NA
"385",NA,"Home",21700002,580,8,0,4,"1:09 AM","8:04","SUB: Thompson FOR Livingston",NA,39.9333333333333,8.06666666666667,8,4,NA,NA,NA
"386",NA,"Home",21700002,581,2,1,4,"1:09 AM","7:40","Durant BLOCK (4 BLK)","MISS Anderson 20' Jump Shot",40.3333333333333,7.66666666666667,7,40,NA,NA,NA
"387",NA,"Home",21700002,583,4,0,4,"1:09 AM","7:35","Looney REBOUND (Off:0 Def:1)",NA,40.4166666666667,7.58333333333333,7,35,NA,NA,NA
"388",NA,"Home",21700002,584,2,1,4,"1:09 AM","7:33","MISS Curry 27' 3PT Jump Shot",NA,40.45,7.55,7,33,NA,NA,NA
"389",NA,"Home",21700002,585,4,0,4,"1:09 AM","7:28",NA,"Paul REBOUND (Off:1 Def:7)",40.5333333333333,7.46666666666667,7,28,NA,NA,NA
"390",NA,"Home",21700002,586,2,1,4,"1:10 AM","7:14",NA,"MISS Paul 14' Jump Shot",40.7666666666667,7.23333333333333,7,14,NA,NA,NA
"391",NA,"Home",21700002,587,4,0,4,"1:10 AM","7:10","Looney REBOUND (Off:0 Def:2)",NA,40.8333333333333,7.16666666666667,7,10,NA,NA,NA
"392",NA,"Home",21700002,589,2,73,4,"1:10 AM","7:00","MISS Curry 2' Driving Reverse Layup",NA,41,7,7,0,NA,NA,NA
"393",NA,"Home",21700002,590,4,0,4,"1:10 AM","6:53",NA,"Mbah a Moute REBOUND (Off:1 Def:1)",41.1166666666667,6.88333333333333,6,53,NA,NA,NA
"394",NA,"Home",21700002,591,2,5,4,"1:10 AM","6:51","Thompson BLOCK (2 BLK)","MISS Mbah a Moute 4' Layup",41.15,6.85,6,51,NA,NA,NA
"395",NA,"Home",21700002,592,4,0,4,"1:10 AM","6:46","Durant REBOUND (Off:1 Def:4)",NA,41.2333333333333,6.76666666666667,6,46,NA,NA,NA
"396","101 - 109","Home",21700002,593,1,1,4,"1:10 AM","6:46","Thompson 25' 3PT Jump Shot (16 PTS) (Curry 4 AST)",NA,41.2333333333333,6.76666666666667,6,46,101,109,8
"397",NA,"Home",21700002,596,9,1,4,"1:12 AM","6:46",NA,"Rockets Timeout: Regular (Reg.4 Short 0)",41.2333333333333,6.76666666666667,6,46,NA,NA,NA
"398",NA,"Home",21700002,600,8,0,4,"1:13 AM","6:46",NA,"SUB: Capela FOR Mbah a Moute",41.2333333333333,6.76666666666667,6,46,NA,NA,NA
"399",NA,"Home",21700002,601,2,5,4,"1:14 AM","6:27",NA,"MISS Harden 3' Layup",41.55,6.45,6,27,NA,NA,NA
"400",NA,"Home",21700002,602,4,0,4,"1:14 AM","6:22",NA,"Capela REBOUND (Off:1 Def:3)",41.6333333333333,6.36666666666667,6,22,NA,NA,NA
"401","103 - 109","Home",21700002,603,1,7,4,"1:14 AM","6:21",NA,"Capela 1' Dunk (8 PTS)",41.65,6.35,6,21,103,109,6
"402",NA,"Home",21700002,604,5,2,4,"1:14 AM","6:11","Durant Lost Ball Turnover (P8.T16)","Paul STEAL (2 STL)",41.8166666666667,6.18333333333333,6,11,NA,NA,NA
"403","105 - 109","Home",21700002,606,1,5,4,"1:14 AM","6:06",NA,"Capela 2' Layup (10 PTS) (Paul 10 AST)",41.9,6.1,6,6,105,109,4
"404","105 - 111","Home",21700002,608,1,58,4,"1:15 AM","5:48","Curry 12' Turnaround Hook Shot (15 PTS)",NA,42.2,5.8,5,48,105,111,6
"405","107 - 111","Home",21700002,609,1,63,4,"1:15 AM","5:23",NA,"Harden 19' Fadeaway Jumper (25 PTS)",42.6166666666667,5.38333333333333,5,23,107,111,4
"406","107 - 114","Home",21700002,610,1,80,4,"1:15 AM","5:12","Curry 25' 3PT Step Back Jump Shot (18 PTS)",NA,42.8,5.2,5,12,107,114,7
"407",NA,"Home",21700002,611,5,1,4,"1:15 AM","4:57","Looney STEAL (1 STL)","Paul Bad Pass Turnover (P1.T13)",43.05,4.95,4,57,NA,NA,NA
"408",NA,"Home",21700002,613,2,1,4,"1:16 AM","4:52","MISS Thompson 26' 3PT Jump Shot",NA,43.1333333333333,4.86666666666667,4,52,NA,NA,NA
"409",NA,"Home",21700002,614,4,0,4,"1:16 AM","4:48",NA,"Tucker REBOUND (Off:1 Def:3)",43.2,4.8,4,48,NA,NA,NA
"410","109 - 114","Home",21700002,615,1,50,4,"1:16 AM","4:47",NA,"Capela 3' Running Dunk (12 PTS) (Harden 9 AST)",43.2166666666667,4.78333333333333,4,47,109,114,5
"411",NA,"Home",21700002,617,6,2,4,"1:16 AM","4:47","Young S.FOUL (P4.T3) (R.Garretson)",NA,43.2166666666667,4.78333333333333,4,47,NA,NA,NA
"412",NA,"Home",21700002,621,8,0,4,"1:16 AM","4:47","SUB: Livingston FOR Durant",NA,43.2166666666667,4.78333333333333,4,47,NA,NA,NA
"413",NA,"Home",21700002,622,8,0,4,"1:16 AM","4:47",NA,"SUB: Gordon FOR Paul",43.2166666666667,4.78333333333333,4,47,NA,NA,NA
"414",NA,"Home",21700002,623,3,10,4,"1:16 AM","4:47",NA,"MISS Capela Free Throw 1 of 1",43.2166666666667,4.78333333333333,4,47,NA,NA,NA
"415",NA,"Home",21700002,624,4,0,4,"1:16 AM","4:43",NA,"Anderson REBOUND (Off:3 Def:5)",43.2833333333333,4.71666666666667,4,43,NA,NA,NA
"416",NA,"Home",21700002,625,2,1,4,"1:17 AM","4:24",NA,"MISS Harden 8' Jump Shot",43.6,4.4,4,24,NA,NA,NA
"417",NA,"Home",21700002,626,4,0,4,"1:17 AM","4:20","Young REBOUND (Off:1 Def:1)",NA,43.6666666666667,4.33333333333333,4,20,NA,NA,NA
"418","109 - 116","Home",21700002,627,1,6,4,"1:17 AM","4:14","Curry 2' Driving Layup (20 PTS) (Thompson 3 AST)",NA,43.7666666666667,4.23333333333333,4,14,109,116,7
"419","111 - 116","Home",21700002,629,1,44,4,"1:17 AM","4:01",NA,"Gordon 2' Reverse Layup (23 PTS) (Harden 10 AST)",43.9833333333333,4.01666666666667,4,1,111,116,5
"420",NA,"Home",21700002,631,6,2,4,"1:17 AM","4:01","Looney S.FOUL (P2.T4) (S.Foster)",NA,43.9833333333333,4.01666666666667,4,1,NA,NA,NA
"421",NA,"Home",21700002,634,8,0,4,"1:17 AM","4:01",NA,"SUB: Ariza FOR Capela",43.9833333333333,4.01666666666667,4,1,NA,NA,NA
"422","112 - 116","Home",21700002,635,3,10,4,"1:18 AM","4:01",NA,"Gordon Free Throw 1 of 1 (24 PTS)",43.9833333333333,4.01666666666667,4,1,112,116,4
"423","112 - 118","Home",21700002,636,1,6,4,"1:18 AM","3:50","Curry 2' Driving Layup (22 PTS)",NA,44.1666666666667,3.83333333333333,3,50,112,118,6
"424","115 - 118","Home",21700002,637,1,1,4,"1:18 AM","3:31",NA,"Tucker  3PT Jump Shot (18 PTS) (Harden 11 AST)",44.4833333333333,3.51666666666667,3,31,115,118,3
"425",NA,"Home",21700002,639,2,1,4,"1:19 AM","3:07","MISS Curry 26' 3PT Jump Shot",NA,44.8833333333333,3.11666666666667,3,7,NA,NA,NA
"426",NA,"Home",21700002,640,4,0,4,"1:19 AM","3:04",NA,"Tucker REBOUND (Off:1 Def:4)",44.9333333333333,3.06666666666667,3,4,NA,NA,NA
"427",NA,"Home",21700002,641,2,1,4,"1:19 AM","2:43",NA,"MISS Tucker  3PT Jump Shot",45.2833333333333,2.71666666666667,2,43,NA,NA,NA
"428",NA,"Home",21700002,642,4,0,4,"1:19 AM","2:40","Thompson REBOUND (Off:0 Def:6)",NA,45.3333333333333,2.66666666666667,2,40,NA,NA,NA
"429",NA,"Home",21700002,643,6,2,4,"1:19 AM","2:32",NA,"Anderson S.FOUL (P3.T1) (S.Foster)",45.4666666666667,2.53333333333333,2,32,NA,NA,NA
"430","115 - 119","Home",21700002,645,3,11,4,"1:20 AM","2:32","Looney Free Throw 1 of 2 (1 PTS)",NA,45.4666666666667,2.53333333333333,2,32,115,119,4
"431",NA,"Home",21700002,647,8,0,4,"1:20 AM","2:32","SUB: Durant FOR Young",NA,45.4666666666667,2.53333333333333,2,32,NA,NA,NA
"432",NA,"Home",21700002,648,3,12,4,"1:20 AM","2:32","MISS Looney Free Throw 2 of 2",NA,45.4666666666667,2.53333333333333,2,32,NA,NA,NA
"433",NA,"Home",21700002,649,4,0,4,"1:20 AM","2:30",NA,"Tucker REBOUND (Off:1 Def:5)",45.5,2.5,2,30,NA,NA,NA
"434","118 - 119","Home",21700002,650,1,1,4,"1:20 AM","2:09",NA,"Ariza 25' 3PT Jump Shot (8 PTS) (Anderson 1 AST)",45.85,2.15,2,9,118,119,1
"435",NA,"Home",21700002,652,9,1,4,"1:21 AM","1:59","WARRIORS Timeout: Regular (Full 6 Short 0)",NA,46.0166666666667,1.98333333333333,1,59,NA,NA,NA
"436",NA,"Home",21700002,655,8,0,4,"1:22 AM","1:59","SUB: McCaw FOR Looney",NA,46.0166666666667,1.98333333333333,1,59,NA,NA,NA
"437",NA,"Home",21700002,656,8,0,4,"1:22 AM","1:59",NA,"SUB: Mbah a Moute FOR Anderson",46.0166666666667,1.98333333333333,1,59,NA,NA,NA
"438","118 - 121","Home",21700002,657,1,1,4,"1:23 AM","1:43","McCaw 20' Jump Shot (4 PTS) (Durant 7 AST)",NA,46.2833333333333,1.71666666666667,1,43,118,121,3
"439","120 - 121","Home",21700002,659,1,6,4,"1:23 AM","1:32",NA,"Harden 1' Driving Layup (27 PTS)",46.4666666666667,1.53333333333333,1,32,120,121,1
"440",NA,"Home",21700002,677,2,1,4,"1:24 AM","1:11","MISS Durant 9' Jump Shot","Gordon BLOCK (2 BLK)",46.8166666666667,1.18333333333333,1,11,NA,NA,NA
"441",NA,"Home",21700002,679,4,0,4,"1:24 AM","1:11",NA,"Mbah a Moute REBOUND (Off:1 Def:2)",46.8166666666667,1.18333333333333,1,11,NA,NA,NA
"442",NA,"Home",21700002,662,2,1,4,"1:24 AM","0:52",NA,"MISS Harden 11' Jump Shot",47.1333333333333,0.866666666666667,0,52,NA,NA,NA
"443",NA,"Home",21700002,663,4,0,4,"1:24 AM","0:47",NA,"Mbah a Moute REBOUND (Off:2 Def:2)",47.2166666666667,0.783333333333333,0,47,NA,NA,NA
"444",NA,"Home",21700002,664,2,1,4,"1:24 AM","0:46",NA,"MISS Gordon 28' 3PT Jump Shot",47.2333333333333,0.766666666666667,0,46,NA,NA,NA
"445",NA,"Home",21700002,665,4,0,4,"1:24 AM","0:44",NA,"Rockets Rebound",47.2666666666667,0.733333333333333,0,44,NA,NA,NA
"446",NA,"Home",21700002,666,6,2,4,"1:24 AM","0:44","Livingston S.FOUL (P2.PN) (S.Foster)",NA,47.2666666666667,0.733333333333333,0,44,NA,NA,NA
"447","121 - 121","Home",21700002,668,3,11,4,"1:25 AM","0:44",NA,"Tucker Free Throw 1 of 2 (19 PTS)",47.2666666666667,0.733333333333333,0,44,121,121,NA
"448","122 - 121","Away",21700002,669,3,12,4,"1:25 AM","0:44",NA,"Tucker Free Throw 2 of 2 (20 PTS)",47.2666666666667,0.733333333333333,0,44,122,121,-1
"449",NA,"Home",21700002,670,5,1,4,"1:25 AM","0:32","Curry Bad Pass Turnover (P2.T17)","Ariza STEAL (2 STL)",47.4666666666667,0.533333333333333,0,32,NA,NA,NA
"450",NA,"Home",21700002,672,2,1,4,"1:26 AM","0:12",NA,"MISS Harden 27' 3PT Jump Shot",47.8,0.2,0,12,NA,NA,NA
"451",NA,"Home",21700002,673,4,0,4,"1:26 AM","0:10","WARRIORS Rebound",NA,47.8333333333333,0.166666666666667,0,10,NA,NA,NA
"452",NA,"Home",21700002,674,6,3,4,"1:26 AM","0:10",NA,"Tucker L.B.FOUL (P3.T2) (S.Foster)",47.8333333333333,0.166666666666667,0,10,NA,NA,NA
"453",NA,"Home",21700002,676,9,1,4,"1:27 AM","0:10","WARRIORS Timeout: Regular (Full 7 Short 0)",NA,47.8333333333333,0.166666666666667,0,10,NA,NA,NA
"454",NA,"Home",21700002,681,2,1,4,"1:28 AM","0:05","MISS Curry 26' 3PT Jump Shot",NA,47.9166666666667,0.0833333333333334,0,5,NA,NA,NA
"455",NA,"Home",21700002,682,4,0,4,"1:28 AM","0:00","Livingston REBOUND (Off:1 Def:0)",NA,48,0,0,0,NA,NA,NA
"456","122 - 121","Away",21700002,685,18,1,4,"1:28 AM","0:00",NA,NA,48,0,0,0,122,121,-1
"457","122 - 121","Away",21700002,686,13,0,4,"1:30 AM","0:00",NA,NA,48,0,0,0,122,121,-1
"458",NA,"Home",21700003,2,12,0,1,"7:16 PM","12:00",NA,NA,0,48,12,0,NA,NA,NA
"459",NA,"Home",21700003,7,10,0,1,"7:16 PM","12:00","Jump Ball Drummond vs. Howard: Tip to Bacon",NA,0,48,12,0,NA,NA,NA
"460",NA,"Home",21700003,10,2,1,1,"7:16 PM","11:43",NA,"MISS Walker 16' Jump Shot",0.283333333333333,47.7166666666667,11,43,NA,NA,NA
"461",NA,"Home",21700003,11,4,0,1,"7:16 PM","11:40","Harris REBOUND (Off:0 Def:1)",NA,0.333333333333333,47.6666666666667,11,40,NA,NA,NA
"462",NA,"Home",21700003,12,2,1,1,"7:16 PM","11:25","MISS Harris 27' 3PT Jump Shot",NA,0.583333333333333,47.4166666666667,11,25,NA,NA,NA
"463",NA,"Home",21700003,13,4,0,1,"7:16 PM","11:21",NA,"Howard REBOUND (Off:0 Def:1)",0.65,47.35,11,21,NA,NA,NA
"464",NA,"Home",21700003,14,2,3,1,"7:17 PM","11:09",NA,"MISS Howard 5' Hook Shot",0.85,47.15,11,9,NA,NA,NA
"465",NA,"Home",21700003,15,4,0,1,"7:17 PM","11:06","Harris REBOUND (Off:0 Def:2)",NA,0.9,47.1,11,6,NA,NA,NA
"466","0 - 2","Home",21700003,16,1,5,1,"7:17 PM","10:53","Bradley 2' Layup (2 PTS)",NA,1.11666666666667,46.8833333333333,10,53,0,2,2
"467",NA,"Home",21700003,17,7,2,1,"7:17 PM","10:53",NA,"Howard Violation:Defensive Goaltending (J.DeRosa)",1.11666666666667,46.8833333333333,10,53,NA,NA,NA
"468",NA,"Home",21700003,18,6,2,1,"7:17 PM","10:38","Drummond S.FOUL (P1.T1) (M.Davis)",NA,1.36666666666667,46.6333333333333,10,38,NA,NA,NA
"469",NA,"Home",21700003,20,3,11,1,"7:18 PM","10:38",NA,"MISS Lamb Free Throw 1 of 2",1.36666666666667,46.6333333333333,10,38,NA,NA,NA
"470",NA,"Home",21700003,21,4,1,1,"7:18 PM","10:38",NA,"Hornets Rebound",1.36666666666667,46.6333333333333,10,38,NA,NA,NA
"471","1 - 2","Home",21700003,22,3,12,1,"7:18 PM","10:38",NA,"Lamb Free Throw 2 of 2 (1 PTS)",1.36666666666667,46.6333333333333,10,38,1,2,1
"472",NA,"Home",21700003,23,6,1,1,"7:18 PM","10:32",NA,"Howard P.FOUL (P1.T1) (M.Davis)",1.46666666666667,46.5333333333333,10,32,NA,NA,NA
"473",NA,"Home",21700003,25,2,6,1,"7:19 PM","10:24","MISS Bradley 4' Driving Layup","Howard BLOCK (1 BLK)",1.6,46.4,10,24,NA,NA,NA
"474",NA,"Home",21700003,27,4,0,1,"7:19 PM","10:24","PISTONS Rebound",NA,1.6,46.4,10,24,NA,NA,NA
"475",NA,"Home",21700003,28,2,78,1,"7:19 PM","10:17","MISS Johnson 6' Floating Jump Shot",NA,1.71666666666667,46.2833333333333,10,17,NA,NA,NA
"476",NA,"Home",21700003,29,4,0,1,"7:19 PM","10:14",NA,"Howard REBOUND (Off:0 Def:2)",1.76666666666667,46.2333333333333,10,14,NA,NA,NA
"477","4 - 2","Away",21700003,30,1,1,1,"7:19 PM","10:02",NA,"Bacon 25' 3PT Jump Shot (3 PTS) (Walker 1 AST)",1.96666666666667,46.0333333333333,10,2,4,2,-2
"478","4 - 4","Home",21700003,32,1,79,1,"7:19 PM","9:49","Harris 17' Pullup Jump Shot (2 PTS) (Drummond 1 AST)",NA,2.18333333333333,45.8166666666667,9,49,4,4,NA
"479",NA,"Home",21700003,34,5,2,1,"7:20 PM","9:36","Johnson STEAL (1 STL)","Howard Lost Ball Turnover (P1.T1)",2.4,45.6,9,36,NA,NA,NA
"480","4 - 6","Home",21700003,36,1,5,1,"7:20 PM","9:30","Bradley 1' Layup (4 PTS) (Harris 1 AST)",NA,2.5,45.5,9,30,4,6,2
"481",NA,"Home",21700003,38,2,1,1,"7:20 PM","9:05",NA,"MISS Lamb 26' 3PT Jump Shot",2.91666666666667,45.0833333333333,9,5,NA,NA,NA
"482",NA,"Home",21700003,39,4,0,1,"7:20 PM","9:02","Jackson REBOUND (Off:0 Def:1)",NA,2.96666666666667,45.0333333333333,9,2,NA,NA,NA
"483",NA,"Home",21700003,42,2,5,1,"7:20 PM","8:45","MISS Drummond 1' Layup",NA,3.25,44.75,8,45,NA,NA,NA
"484",NA,"Home",21700003,43,4,0,1,"7:21 PM","8:42",NA,"Howard REBOUND (Off:0 Def:3)",3.3,44.7,8,42,NA,NA,NA
