unique_identifier,l0,l1,l2,l3,l4,level,segment,fte,contractor,fte_cost_avg,lcm,aut_min_Y1,aut_min_Y2,aut_min_Y3,aut_mid_Y1,aut_mid_Y2,aut_mid_Y3,aut_max_Y1,aut_max_Y2,aut_max_Y3,aut_min_Y1_q,aut_min_Y2_q,aut_min_Y3_q,aut_mid_Y1_q,aut_mid_Y2_q,aut_mid_Y3_q,aut_max_Y1_q,aut_max_Y2_q,aut_max_Y3_q,pro_min_Y0,pro_min_Y1,pro_min_Y2,pro_min_Y3,pro_mid_Y0,pro_mid_Y1,pro_mid_Y2,pro_mid_Y3,pro_max_Y0,pro_max_Y1,pro_max_Y2,pro_max_Y3,baseline_bottom,baseline_top,baselinepos_min,baselinepos_mid,baselinepos_max,dd_min_Y0,dd_min_Y1,dd_min_Y2,dd_min_Y3,dd_mid_Y0,dd_mid_Y1,dd_mid_Y2,dd_mid_Y3,dd_max_Y0,dd_max_Y1,dd_max_Y2,dd_max_Y3,out_considered_min,out_considered_mid,out_considered_max,out_yesno,out_year_min,out_year_mid,out_year_max,out_quarter_min,out_quarter_mid,out_quarter_max,hire_min_Y1,hire_mid_Y1,hire_max_Y1,hire_min_Y2,hire_mid_Y2,hire_max_Y2,hire_min_Y3,hire_mid_Y3,hire_max_Y3,exit_min_Y1,exit_mid_Y1,exit_max_Y1,exit_min_Y2,exit_mid_Y2,exit_max_Y2,exit_min_Y3,exit_mid_Y3,exit_max_Y3,driver_group,driver,year,min,mid,max
1279,Strategy,Strategy,Market Intelligence,Market & Competitive Intelligence,,3,Critical,4,0,"46,905",0.17,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,6,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,entrev,,,,,
1280,Strategy,Strategy,Strategy Management,,,2,,3,0,"40,795",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,whorev,,,,,
1281,Strategy,Strategy,Strategy Management,Corporate Strategy,,3,,1,0,"48,226",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2,2,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,entrev,,,,,
1282,Strategy,Strategy,Strategy Management,Corporate Strategy,Strategy Development,4,Critical,1,0,"49,079",0.2,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,headcount,,,,,
1283,Strategy,Strategy,Strategy Management,Strategic Planning,,3,Critical,2,0,"40,565",0.19,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2,2,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,entrev,,,,,
1511,Strategy,Strategy,Strategy Management,Strategic Planning,Strategic Planning Pool,,Critical,2,0,,0.19,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.03,1.03,1.03,1.06,1.06,1.06,1.09,1.09,1.09,0.93,0.93,0.93,0.86,0.86,0.86,0.79,0.79,0.79,conrev,,,,,
1284,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,,,,1,,16,0,"38,957",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,10,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,,,,,
1285,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,None,None,Planning & Quality Support Team,4,Support,2,0,"15,755",0.57,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,,,,,
1289,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,None,Portfolio Management Department,,3,,1,0,"56,867",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,,,,,
1290,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,None,Portfolio Management Department,Financial Control,4,Support,3,0,"26,428",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,,,,,
1291,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,None,Portfolio Management Department,Portfolio PMO,4,Specialist,5,0,"29,741",0.52,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,,,,,
1293,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,,,2,,2,0,"43,486",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,2,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,,,,,
1295,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Brand Management,,3,,1,0,"46,230",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,,,,,
1296,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Brand Management,Brand Architecture,4,Specialist,1,0,"30,000",0.25,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,4,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,,,,,
1297,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Brand Management,Brand Experience,4,Critical,2,0,"26,134",0.32,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,7,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,,,,,
1294,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Corporate Communication PMO,Financial Control,4,Support,6,0,"27,147",0,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,4,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,,,,,
1298,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Corporate Social Responsibility,,3,Specialist,5,0,"25,861",0,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,7,9,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,,,,,
1299,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Digital Management,,3,,1,0,"50,858",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,,,,,
1300,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Digital Management,Corporate Social Media,4,Critical,7,0,"22,205",0.06,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,4,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,,,,,
1301,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Digital Management,Web Management,4,Critical,4,0,"25,257",0.17,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,,,,,
1302,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Events & Logistics Support,,3,,1,0,"22,241",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,,,,,
1303,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Events & Logistics Support,Event Management,4,Support,4,0,"28,395",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Y,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,,,,,
1304,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Events & Logistics Support,Visitors & Logistics Support,4,Core,14,0,"17,657",0.24,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,7,8,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Y,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,,,,,
1305,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Marketing Communications,,3,,1,0,"45,750",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,,,,,
1306,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Marketing Communications,Content Development,4,Support,1,0,"21,883",0.33,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,,,,,
1308,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Marketing Communications,Production & Distribution,4,Support,5,0,"25,575",0.03,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,,,,,
1307,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Marketing Communications,Traditional Media Investment,4,Specialist,5,0,"27,344",0.49,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,,,,,
1309,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Media & Public Relations,,3,,2,0,"42,645",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,2,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,,,,,
1310,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Media & Public Relations,Corporate Communication Business Partner,4,Critical,4,0,"25,010",0,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,,,,,
1311,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Media & Public Relations,Internal Communications,4,Core,14,0,"23,852",0.03,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,7,8,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,,,,,
1312,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Media & Public Relations,Media Relations,4,Specialist,5,0,"27,233",0.14,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,,,,,
1313,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Sports Sponsorship,,3,,1,0,"56,601",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,,,,,
1314,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Sports Sponsorship,Sports Activation,4,Support,2,0,"20,901",0.01,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,,,,,
1315,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Communication,Sports Sponsorship,Sports Planning,4,Support,1,0,"27,725",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,,,,,
1316,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Performance Management,,,2,,2,0,"16,700",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,2,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,,,,,
1317,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Performance Management,Corporate BUs Performance,,3,Critical,3,0,"50,114",0.58,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,,,,,
1318,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Performance Management,Corporate FUs Performance,,3,Critical,1,0,"39,550",0.58,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,,,,,
1319,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Performance Management,Corporate Performance Reporting & Operation,,3,,1,0,"47,214",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,stcsub,,,,,
1320,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Performance Management,Corporate Performance Reporting & Operation,Corporate Performance Operation,4,Specialist,5,0,"25,487",0.2,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,,,,,
1321,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Performance Management,Corporate Performance Reporting & Operation,Corporate Performance Reporting,4,Critical,2,0,"35,672",0.54,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,conrev,,,,,
1568,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Quality,,,,,1,0,,,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,headcount,,,,,
1287,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Quality,Operating Models & Corporate Processes,,3,,1,0,"51,004",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,,,,,
1288,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Quality,Operating Models & Corporate Processes,Processes Development,4,Critical,2,0,"25,703",,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,,,,,
1286,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Quality,Operational Processes,Processes Quality Control,4,Support,1,0,"17,003",0.2,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,entrev,,,,,
1292,Strategy Execution and Corporate Affairs,Strategy Execution and Corporate Affairs,Corporate Quality,Quality Strategy & Standards,,3,Specialist,4,0,"29,632",0.06,1,0.99,0.99,0.98,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,N,,,,,,,1.02,1.02,1.02,1.05,1.05,1.05,1.07,1.07,1.07,0.94,0.94,0.94,0.89,0.89,0.89,0.84,0.84,0.84,whorev,,,,,
