Source_nam,time,Emission gkm,Petrol Emission,Diesel Emission
27,9,31181.5613,10924.33638,38195.22075
27,10,22795.37445,7986.269067,27922.73135
27,11,19957.13422,6991.902853,24446.08657
27,12,20282.06646,7105.741574,24844.10572
27,13,21764.32742,7625.045827,26659.77121
27,14,22541.98234,7897.494146,27612.34383
27,15,23978.42994,8400.747865,29371.89116
27,16,28186.60112,9875.063955,34526.60505
27,17,36967.38353,12951.37626,45282.44628
27,18,35235.59997,12344.65276,43161.13315
27,19,24721.40797,8661.047273,30281.98702
27,20,14280.06831,5002.96532,17492.0799
27,21,9531.796555,3339.427134,11675.78076
27,22,7160.346778,2508.599106,8770.92148
27,23,5382.051496,1885.580404,6592.634762
27,24,3459.0509,1211.864769,4237.094206
29,1,610.3529797,235.1048722,822.0072301
29,2,314.4233987,121.1142985,423.4571071
29,3,298.6081924,115.0223613,402.1576061
29,4,358.2215466,137.985123,482.4432929
29,5,578.2096415,222.7234214,778.7174334
29,6,1708.391306,658.0636664,2300.81617
29,7,5803.446304,2235.458083,7815.927801
29,8,11709.79482,4510.553578,15770.44158
29,9,10126.29137,3900.596078,13637.82106
29,10,7402.855854,2851.54253,9969.970227
29,11,6481.130116,2496.49845,8728.614412
29,12,6586.652687,2537.145209,8870.729416
29,13,7068.020707,2722.565729,9519.023118
29,14,7320.566122,2819.844942,9859.144595
29,15,7787.056133,2999.534528,10487.40099
29,16,9153.670431,3525.947425,12327.92094
29,17,12005.25186,4624.36213,16168.35529
29,18,11442.85074,4407.728072,15410.92836
29,19,8028.340139,3092.475904,10812.3559
29,20,4637.488519,1786.337057,6245.646731
29,21,3095.475184,1192.361341,4168.904006
29,22,2325.340835,895.7094961,3131.707458
29,23,1747.834917,673.2571456,2353.937782
29,24,1123.335581,432.7031686,1512.878613
