unique_identifier,l0,l1,l2,l3,l4,level,segment,fte,contractor,fte_cost_avg,lcm,aut_min_Y1,aut_min_Y2,aut_min_Y3,aut_mid_Y1,aut_mid_Y2,aut_mid_Y3,aut_max_Y1,aut_max_Y2,aut_max_Y3,aut_min_Y1_q,aut_min_Y2_q,aut_min_Y3_q,aut_mid_Y1_q,aut_mid_Y2_q,aut_mid_Y3_q,aut_max_Y1_q,aut_max_Y2_q,aut_max_Y3_q,pro_min_Y0,pro_min_Y1,pro_min_Y2,pro_min_Y3,pro_mid_Y0,pro_mid_Y1,pro_mid_Y2,pro_mid_Y3,pro_max_Y0,pro_max_Y1,pro_max_Y2,pro_max_Y3,baseline_bottom,baseline_top,baselinepos_min,baselinepos_mid,baselinepos_max,dd_min_Y0,dd_min_Y1,dd_min_Y2,dd_min_Y3,dd_mid_Y0,dd_mid_Y1,dd_mid_Y2,dd_mid_Y3,dd_max_Y0,dd_max_Y1,dd_max_Y2,dd_max_Y3,out_considered_min,out_considered_mid,out_considered_max,out_yesno,out_year_min,out_year_mid,out_year_max,out_quarter_min,out_quarter_mid,out_quarter_max,hire_min_Y1,hire_mid_Y1,hire_max_Y1,hire_min_Y2,hire_mid_Y2,hire_max_Y2,hire_min_Y3,hire_mid_Y3,hire_max_Y3,exit_min_Y1,exit_mid_Y1,exit_max_Y1,exit_min_Y2,exit_mid_Y2,exit_max_Y2,exit_min_Y3,exit_mid_Y3,exit_max_Y3,tenure_0-4,tenure_5-9,tenure_10-14,tenure_15-19,tenure_20-24,tenure_25+,age_20-24,age_25-29,age_30-34,age_35-39,age_40-44,age_45-49,age_50-54,age_55-59,age_60+,degree_yes,degree_no,,driver_group,driver,year,min,mid,max
1448,Finance,Financial Reporting & Control,Financial Reporting,Financial Reporting Consolidation,Subsidiaries Reporting Consolidation,4,Support,3,0,36445.40006,,0.98,0.97,0.95,0.97,0.95,0.93,0.96,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,whorev,,,,,
1443,Finance,Financial Reporting & Control,Financial Reporting,Zakat & Tax,Control & System Management,4,Specialist,3,0,36445.40006,,0.98,0.97,0.95,0.97,0.95,0.93,0.96,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,headcount,,,,,
1444,Finance,Financial Reporting & Control,Financial Reporting,Zakat & Tax,International Convention & Recovery,4,Specialist,4,0,36445.40006,,0.98,0.97,0.95,0.97,0.95,0.93,0.96,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,4,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,entrev,,,,,
136,Finance,Financial Reporting & Control,Financial Reporting,Zakat & Tax,Planning & Risk Assessment,4,Specialist,5,0,36445.40006,0.2,0.98,0.97,0.95,0.97,0.95,0.93,0.96,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,5,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,whorev,,,,,
1442,Finance,Financial Reporting & Control,Financial Reporting,Zakat & Tax,Tax,4,Specialist,4,0,36445.40006,,0.98,0.97,0.95,0.97,0.95,0.93,0.96,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,4,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,conrev,,,,,
138,Finance,Financial Reporting & Control,Financial Reporting,Zakat & Tax,Zakat,4,Specialist,7,0,36445.40006,,0.98,0.97,0.95,0.97,0.95,0.93,0.96,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,7,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,whorev,,,,,
166,Finance,Investment Operations,,,,1,Management,24,0,37322.25,,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,24,24,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,1,2,7,11,2,2,0,0,3,2,8,8,3,1,0,23,2,,conrev,,,,,
167,Finance,Investment Operations,None,None,Planning & Quality Support Team,4,Support,6,0,25040.0125,0.29,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,6,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,2,1,0,1,0,0,0,1,1,2,0,0,0,0,4,0,,entrev,,,,,
168,Finance,Investment Operations,Operations,,,2,Management,6,0,42824.86286,,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,6,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,2,2,2,1,0,0,0,1,1,1,3,1,0,0,0,6,1,,conrev,,,,,
169,Finance,Investment Operations,Operations,International Portfolio Management,,3,Specialist,9,0,29059.72167,0.17,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,8,9,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,5,0,1,0,0,0,1,1,2,2,0,0,0,0,6,0,,entrev,,,,,
170,Finance,Investment Operations,Operations,Local Portfolio Management,,3,Specialist,7,0,25297.88111,0.192,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,7,7,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,4,1,1,2,1,0,0,4,0,2,0,2,1,0,0,9,0,,stcsub,,,,,
1537,Finance,Investment Operations,Operations,Local Portfolio Management,ICT Subsidiary Management Pool,4,Specialist,3,0,25297.88111,0.08,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,4,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,whorev,,,,,
171,Finance,Investment Operations,Operations,Strategic Planning Review,,3,Support,5,1,23160.99,0.544,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,6,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,4,2,1,1,0,0,0,3,2,1,1,1,0,0,0,8,1,,conrev,,,,,
1530,Finance,Investment Operations,Operations,Strategic Planning Review,International Investments Pool,4,Support,2,0,23160.99,0.5,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,4,4,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,conrev,,,,,
1527,Finance,Investment Operations,Operations,Strategic Planning Review,National Investments Pool,4,Support,2,0,23160.99,0.16,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,5,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,headcount,,,,,
172,Finance,Investment Operations,Operations,Subsidiary Governance,,3,Management,2,0,42501.545,,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2,2,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,,stcsub,,,,,
173,Finance,Investment Operations,Operations,Subsidiary Governance,Board of Directors Relations,4,Support,6,0,26149.94143,0.17,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,6,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,4,1,1,1,0,0,1,1,2,1,1,1,0,0,0,6,1,,entrev,,,,,
174,Finance,Investment Operations,Operations,Subsidiary Governance,Corporate Affairs,4,Support,5,1,20402.83,0.16,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,6,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,4,0,0,1,0,0,0,2,2,0,0,0,1,0,0,4,2,,whorev,,,,,
175,Finance,Investment Operations,Synergies,,,2,Management,3,0,30273.785,,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,2,1,,entrev,,,,,
176,Finance,Investment Operations,Synergies,Commercial Synergies,,3,Core,13,0,28022.37923,0.18,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,11,13,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,6,2,1,3,1,0,2,2,2,2,1,3,0,1,0,10,3,,conrev,,,,,
1457,Finance,Investment Operations,Synergies,Shared Services Synergies,,3,Support,1,0,29166.82863,0.176,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,stcsub,,,,,
177,Finance,Investment Operations,Synergies,Technology Synergies,,3,Support,7,0,29204.32167,0.156,1,0.99,0.99,0.99,0.98,0.97,0.98,0.97,0.95,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,7,7,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,4,0,1,1,0,0,0,2,1,1,2,0,0,0,0,5,1,,stcsub,,,,,
1137,Governance & Regulatory Affairs,Governance & Regulatory Affairs,,,,1,Management,3,0,32512.74661,,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,0.97,0.94,0.91,1,0.97,0.94,0.91,1,0.97,0.94,0.91,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,3,0,,headcount,,,,,
1138,Governance & Regulatory Affairs,Governance & Regulatory Affairs,None,None,Planning & Quality support,4,Support,3,0,32512.74661,0,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,,headcount,,,,,
1567,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Corporate Compliance,,,2,Management,1,0,32512.74661,,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,whorev,,,,,
1139,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Corporate Compliance,Compliance Monitoring,,3,Specialist,7,0,32512.74661,0.235,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,7,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,2,1,0,3,1,0,0,0,1,1,4,1,0,0,0,7,0,,conrev,,,,,
1141,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Corporate Governance,,,2,Management,3,0,32512.74661,,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,2,1,,conrev,,,,,
1142,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Corporate Governance,Corporate Policies & Authorities Management,,3,Management,3,0,32512.74661,,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,3,0,,whorev,,,,,
1143,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Corporate Governance,Corporate Policies & Authorities Management,Corporate Policies Management,4,Specialist,8,0,32512.74661,0.21,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,7,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,1,1,3,1,1,1,0,1,1,0,2,1,1,2,0,5,3,,headcount,,,,,
1144,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Corporate Governance,Documentation Management,,3,Core,9,0,32512.74661,0.16,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,8,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,1,3,1,3,1,0,0,0,4,3,2,0,0,0,0,7,2,,whorev,,,,,
1488,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Corporate Governance,Documentation Management,Documentation Compliance Pool,4,Support,3,0,32512.74661,0.16,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,conrev,,,,,
1525,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Corporate Governance,Documentation Management,Documentation Pool,4,Support,3,0,32512.74661,0.16,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,whorev,,,,,
1145,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Corporate Governance,Governance,,3,Critical,1,0,32512.74661,0.186,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,5,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,whorev,,,,,
1146,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Legal,,,2,Management,3,0,32512.74661,,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,3,3,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,3,0,,entrev,,,,,
1147,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Legal,None,Planning & Support,4,Support,5,2,32512.74661,,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,7,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,1,1,0,2,2,0,0,2,0,1,3,0,0,0,0,2,6,,whorev,,,,,
1148,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Legal,Contracts & Agreements,,3,Specialist,1,0,32512.74661,,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,1,1,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,13,2,1,1,1,0,0,5,4,3,3,2,1,0,0,18,2,,headcount,,,,,
1466,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Legal,Contracts & Agreements,"Agreements Team Leader, Contracts & Agreements",4,Specialist,4,0,32512.74661,0.26,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,5,7,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,entrev,,,,,
1465,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Legal,Contracts & Agreements,"Commercial contracts Team Leader, Contracts & Agreements",4,Specialist,6,0,32512.74661,0.25,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,8,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,headcount,,,,,
1467,Governance & Regulatory Affairs,Governance & Regulatory Affairs,Legal,Contracts & Agreements,"Procurement contracts Team Leader, Contracts & Agreements",4,Specialist,6,0,32512.74661,0.45,0.99,0.98,0.97,0.98,0.96,0.94,0.97,0.93,0.9,1,1,1,1,1,1,1,1,1,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,2707,6,8,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,headcount,,,,,
